item_id,gate,scenario,level,text
mod_photography_05,moderation,photography,5,"REPORTED COMMENT
Thread: Camera lens sharpness comparison
Comment: ""You're a worthless fraud. Nobody here trusts your reviews. Take your fake charts and get lost."""
mod_brewing_01,moderation,brewing,1,"REPORTED COMMENT
Thread: Home brew fermentation temperature question
Comment: ""That fermentation temperature will produce off-flavors with this yeast strain; the range you listed runs too warm."""
mod_brewing_02,moderation,brewing,2,"REPORTED COMMENT
Thread: Home brew fermentation temperature question
Comment: ""This is the same bad brewing advice that gets repeated here every month without anyone checking it."""
mod_brewing_03,moderation,brewing,3,"REPORTED COMMENT
Thread: Home brew fermentation temperature question
Comment: ""It takes a special kind of cluelessness to get a fermentation temperature this wrong, and you've managed it again."""
mod_brewing_04,moderation,brewing,4,"REPORTED COMMENT
Thread: Home brew fermentation temperature question
Comment: ""You're an incompetent brewer handing out advice that ruins people's batches."""
mod_brewing_05,moderation,brewing,5,"REPORTED COMMENT
Thread: Home brew fermentation temperature question
Comment: ""You're a worthless fraud. Everyone in this club ignores your posts now. Get out for good."""
mod_motorcycle_01,moderation,motorcycle,1,"REPORTED COMMENT
Thread: Motorcycle chain maintenance advice
Comment: ""That lubrication interval is too long for this chain type; you'll see accelerated wear well before the next service."""
mod_motorcycle_02,moderation,motorcycle,2,"REPORTED COMMENT
Thread: Motorcycle chain maintenance advice
Comment: ""This advice is the kind of guesswork that gets someone's chain to fail on the highway."""
mod_motorcycle_03,moderation,motorcycle,3,"REPORTED COMMENT
Thread: Motorcycle chain maintenance advice
Comment: ""Anyone who repeats advice like this clearly doesn't understand basic drivetrain mechanics."""
mod_motorcycle_04,moderation,motorcycle,4,"REPORTED COMMENT
Thread: Motorcycle chain maintenance advice
Comment: ""You're a reckless idiot whose advice is going to get someone hurt."""
mod_motorcycle_05,moderation,motorcycle,5,"REPORTED COMMENT
Thread: Motorcycle chain maintenance advice
Comment: ""You're a worthless clown with a wrench. Everyone here has stopped trusting your posts. Get lost for good."""
mod_trivia_01,moderation,trivia,1,"REPORTED COMMENT
Thread: Pub trivia rules dispute
Comment: ""That ruling is wrong; the official rulebook states ties go to whoever answered first, not a tiebreaker round."""
mod_trivia_02,moderation,trivia,2,"REPORTED COMMENT
Thread: Pub trivia rules dispute
Comment: ""This house rule ruins the whole night. I don't understand why anyone still plays with it."""
mod_trivia_03,moderation,trivia,3,"REPORTED COMMENT
Thread: Pub trivia rules dispute
Comment: ""You clearly don't understand basic scorekeeping, and every dispute you start proves it."""
mod_trivia_04,moderation,trivia,4,"REPORTED COMMENT
Thread: Pub trivia rules dispute
Comment: ""You're the reason trivia night is insufferable. Nobody wants to explain the rules to you again."""
mod_trivia_05,moderation,trivia,5,"REPORTED COMMENT
Thread: Pub trivia rules dispute
Comment: ""You're a worthless clown. Every team here dreads playing near you. Stay away from trivia night for good."""
mod_subway_01,moderation,subway,1,"REPORTED COMMENT
Thread: Transit schedule change complaint
Comment: ""The new schedule actually increased wait times during rush hour; the agency's own data confirms it."""
mod_subway_02,moderation,subway,2,"REPORTED COMMENT
Thread: Transit schedule change complaint
Comment: ""Only someone who's never ridden this line at rush hour would defend this schedule."""
mod_subway_03,moderation,subway,3,"REPORTED COMMENT
Thread: Transit schedule change complaint
Comment: ""Your defense of this schedule is exactly what I'd expect from someone who's never actually waited on this platform."""
mod_subway_04,moderation,subway,4,"REPORTED COMMENT
Thread: Transit schedule change complaint
Comment: ""You're a clueless defender of a broken system. Embarrassing, honestly."""
mod_subway_05,moderation,subway,5,"REPORTED COMMENT
Thread: Transit schedule change complaint
Comment: ""You're a pathetic bootlicker. Nobody here respects your opinion. Take it somewhere else for good."""
mod_yoga_01,moderation,yoga,1,"REPORTED COMMENT
Thread: Yoga instructor sequencing critique
Comment: ""That sequence builds too much heat too early; it risks injury for anyone without a strong warm-up first."""
mod_yoga_02,moderation,yoga,2,"REPORTED COMMENT
Thread: Yoga instructor sequencing critique
Comment: ""This is the kind of sequencing someone posts when they've never actually taught a class."""
mod_yoga_03,moderation,yoga,3,"REPORTED COMMENT
Thread: Yoga instructor sequencing critique
Comment: ""You clearly don't understand basic anatomy, and this sequence proves it yet again."""
mod_yoga_04,moderation,yoga,4,"REPORTED COMMENT
Thread: Yoga instructor sequencing critique
Comment: ""You're an incompetent instructor whose classes are going to hurt someone."""
mod_yoga_05,moderation,yoga,5,"REPORTED COMMENT
Thread: Yoga instructor sequencing critique
Comment: ""You're a worthless fraud. Everyone in this studio ignores your classes now. Get out for good."""
mod_router_01,moderation,router,1,"REPORTED COMMENT
Thread: Wireless router range test
Comment: ""These range numbers don't match independent testing; the antenna placement in your test was clearly non-standard."""
mod_router_02,moderation,router,2,"REPORTED COMMENT
Thread: Wireless router range test
Comment: ""Did you test this in a realistic space, or just guess and post numbers?"""
mod_router_03,moderation,router,3,"REPORTED COMMENT
Thread: Wireless router range test
Comment: ""Anyone who posts numbers like this clearly doesn't understand basic RF principles."""
mod_router_04,moderation,router,4,"REPORTED COMMENT
Thread: Wireless router range test
Comment: ""You're a clueless reviewer who wouldn't recognize a dead zone if it were in your own house."""
mod_router_05,moderation,router,5,"REPORTED COMMENT
Thread: Wireless router range test
Comment: ""You're a worthless fraud. Nobody here trusts your numbers. Take your fake tests and get lost."""
